"","ENSG00000007402","ENSG00000078399","ENSG00000080293","ENSG00000087086","ENSG00000089225","ENSG00000092054","ENSG00000096088","ENSG00000100433","ENSG00000110786","ENSG00000112175","ENSG00000112494","ENSG00000113296","ENSG00000116745","ENSG00000118526","ENSG00000121075","ENSG00000122852","ENSG00000123243","ENSG00000125414","ENSG00000125798","ENSG00000126233","ENSG00000127080","ENSG00000127241","ENSG00000131400","ENSG00000136352","ENSG00000136546","ENSG00000137675","ENSG00000137804","ENSG00000138944","ENSG00000139988","ENSG00000140465","ENSG00000141161","ENSG00000142661","ENSG00000143631","ENSG00000146839","ENSG00000152582","ENSG00000159708","ENSG00000159871","ENSG00000162892","ENSG00000163075","ENSG00000163380","ENSG00000163394","ENSG00000163463","ENSG00000164265","ENSG00000165762","ENSG00000166317","ENSG00000166448","ENSG00000166589","ENSG00000167107","ENSG00000168079","ENSG00000168484","ENSG00000168530","ENSG00000168878","ENSG00000169035","ENSG00000170423","ENSG00000171403","ENSG00000171557","ENSG00000171885","ENSG00000171954","ENSG00000178175","ENSG00000179240","ENSG00000179477","ENSG00000180209","ENSG00000180660","ENSG00000183607","ENSG00000184937","ENSG00000185303","ENSG00000185739","ENSG00000196581","ENSG00000197901","ENSG00000198203","ENSG00000204361","ENSG00000214140","ENSG00000224127","ENSG00000224149","ENSG00000229415","ENSG00000229526","ENSG00000233101","ENSG00000248801","ENSG00000255399","ENSG00000261213","ENSG00000275896","ENSG00000283175","ENSG00000283907","cg00327072","cg00348900","cg00646731","cg02004641","cg02021485","cg02102533","cg02105519","cg02248486","cg02422694","cg02916332","cg03124636","cg04460185","cg04499325","cg04697946","cg04863892","cg05050858","cg05453337","cg05471296","cg05487507","cg05740106","cg05743885","cg05996795","cg06055873","cg06103624","cg06651376","cg07302069","cg07438617","cg07858113","cg08398691","cg08705647","cg08940169","cg09017619","cg09197492","cg09646197","cg09825979","cg10089145","cg10303978","cg10474350","cg10996039","cg11423130","cg11724970","cg11849086","cg12196573","cg12232308","cg12444736","cg13337949","cg13717446","cg13789775","cg13858136","cg14359292","cg14400030","cg14809191","cg15241499","cg15320272","cg15565065","cg15797110","cg16082877","cg16326123","cg16561266","cg16617518","cg16872560","cg17147526","cg17470674","cg17496661","cg17504135","cg18103150","cg18261462","cg19153763","cg19177125","cg19585103","cg19759481","cg19800670","cg20293594","cg20293609","cg20591728","cg20747380","cg20749769","cg20780811","cg21299458","cg22623133","cg23173688","cg23194776","cg23432345","cg23440816","cg23452969","cg24033224","cg24121069","cg24439713","cg24704287","cg25228995","cg25408237","cg25637829","cg25828346","cg26292895","cg27318546","cg27391627","cg27508551","cancersite"
"TCGA-CN-4739-01A",82,640,11,55652,2,12,6,685,46,10,130,707,799,15,120,192,1008,178,5,208,1353,1187,29,12,9,8,19,256,29,164,73,73,7374,120,116,14,744,69,91,33,48,199,15,2,44,60,14,282,55,265,50,276,667,4732,113,2,29,214,247,124,470,48,17,0,4,234,3419,72,6,24,2,32,0,0,2,22,18,7,2,0,6,10,3,0.976784788530471,0.510740284339161,0.887144833068434,0.410094176518478,0.897885525548384,0.967351334536347,0.447648896505962,0.29776459991677,0.0337961612367623,0.372725788820924,0.0861510464096912,0.0383926241076834,0.516386874511769,0.382135062584539,0.339921036381053,0.908246839741771,0.990277931423639,0.0679190919091818,0.701633163562055,0.984203234000641,0.0591457918982662,0.378672468983233,0.282459774515937,0.835221162393242,0.959170669860742,0.0294496003080821,0.0160359817173367,0.027266828837605,0.961026083744569,0.933845083674378,0.922736884585389,0.0231255985485758,0.955826012637075,0.932049480593314,0.954193587613483,0.0538588208890535,0.973473509532731,0.0329653603398837,0.910483391896994,0.978957987466425,0.437750381517256,0.0413367901780124,0.0971417698414743,0.0825072771243964,0.927091789388561,0.12698026670306,0.101125916954766,0.0442077220150313,0.82708021329618,0.140405446504235,0.881266365125806,0.162941770584982,0.1266314562331,0.938916690437299,0.0151093733552939,0.0781363210508649,0.01648207194121,0.985405574207429,0.0948277143047927,0.11121798262025,0.286718014624367,0.978086100844064,0.95736354184746,0.349469219890502,0.935060152022695,0.94526957352693,0.0173485804145067,0.130166683063224,0.859431875276929,0.0240804656615742,0.223178949347129,0.869045771380453,0.0578865350447439,0.98752606315923,0.972372864666825,0.299951283824658,0.0209381686354357,0.456524008830479,0.203850685921977,0.0193529519749032,0.666704591352236,0.986483367113655,0.0350622978320938,0.956228554139965,0.107267337462495,0.97514618384564,0.942026565681919,0.892675159401416,0.0991138764071096,0.956013191887018,0.966771666467875,0.34126661524234,0.863944936046027,0.924670092871737,0.0475997890744973,0.976351362845864,0.0738595518256042,"larynx"
"TCGA-CN-4735-01A",387,63,37,135396,835,57,0,29,4,4,66,10949,14,0,90,26,1328,5,28,6,251,144,34,1,2,1,46,178,30,0,0,41,21,121,250,5,1100,9,45,10,274,179,3,0,13,656,1,1113,65,1,2,23,17,34,38,0,9,165,241,508,147,18,482,0,1,12,476,222,0,64,3,99,15,22,0,7,20,0,834,12,0,5,6,0.884986079762379,0.479880337410298,0.886617572638046,0.529394736980449,0.886630439806777,0.479331537533963,0.589077060818953,0.151569149162788,0.34806463117898,0.28682101217367,0.120407068576539,0.0667167413310647,0.558793822428244,0.85494731994102,0.242399162924623,0.898439422218585,0.987051194003696,0.0480087816145927,0.615901916424597,0.963969768739488,0.033235328699065,0.0205847211644351,0.743585802808953,0.945139163487108,0.979133691889284,0.0236821533586636,0.410506203932533,0.0487373013558817,0.965685012113036,0.960007784681984,0.938925223557836,0.0262749514616627,0.935452006923157,0.957087450957051,0.908036847095065,0.044524046411705,0.976455077067955,0.0337782223190253,0.873741087665535,0.983614859677984,0.274324484458295,0.0468387309213362,0.0859022671171106,0.105063542221688,0.949597002624673,0.157114848153036,0.152991462941933,0.351935336020108,0.764925223413055,0.172316761497681,0.910650450488024,0.144615016151289,0.0897495575601517,0.923411675674818,0.568852367472052,0.0538381439511041,0.0261300457221825,0.983059110007832,0.101577963533039,0.0853687134562872,0.0674312116255711,0.982155928575835,0.919071179923634,0.737247494571889,0.958340326096433,0.942622223236583,0.0171175058303974,0.0952273926833075,0.866023999705031,0.0214008944407052,0.108320365480721,0.90219313995421,0.0692041536836935,0.983575490383848,0.970223844646944,0.685172134490447,0.0147490382311365,0.492408427430864,0.212681414082426,0.0297195340099752,0.749816459128755,0.979249943323849,0.0263694704489078,0.977799067408998,0.0812467399617227,0.84037370188832,0.947051489658849,0.925298142963246,0.0495945314938064,0.973028823877389,0.959923836098756,0.390741054239833,0.850245598391091,0.95735489304405,0.0725153184573163,0.975501061025486,0.074482273687204,"larynx"
"TCGA-CV-A45Y-01A",47,141,3,76053,29,3,0,260,26,2,146,2155,2,24,5,1,1970,0,0,36,504,591,33,5,3,20,15,2500,140,0,3,448,678,15,39,12,1430,678,3,10,3,126,6,0,12,52,42,1211,94,1,0,14,4359,42,122,61,8,624,27,79,184,7,14,0,0,4,22,1707,0,64,12,22,0,0,0,87,5,2,7,0,4,46,5,0.920634356061443,0.656381296747154,0.918726955073585,0.361688925999985,0.942536469886382,0.894108358615096,0.478003573534419,0.354472393317348,0.026929925886711,0.477304197104445,0.0772009624205527,0.0509791143186748,0.578812052641562,0.858000404462454,0.32089918771382,0.866946069297855,0.991336593402904,0.106127999593083,0.82334566805942,0.887624672551765,0.106715062969171,0.0873160955453599,0.596520093798226,0.974541754837899,0.980562501645468,0.0627444842355682,0.0237196302979825,0.0346564191307171,0.976941044930368,0.870732909990859,0.974574978500325,0.0228679075910121,0.944839919491625,0.894654423918173,0.82858631007353,0.044012355574136,0.983465031606966,0.0542570748951832,0.875430711499804,0.984869231208151,0.479637653630866,0.0275539590944227,0.143854403931426,0.0675822952959585,0.958154930117674,0.122289401735734,0.0540156194822667,0.0416331838882881,0.816619912504796,0.363158062855579,0.908989649070345,0.244558976895357,0.171789445985569,0.952991772930823,0.0146600926473763,0.0981682012400027,0.0312747539016273,0.980239002631837,0.0675368783547136,0.102998302947824,0.302251835040453,0.967940859839283,0.978339400055789,0.793238754838282,0.952188260866929,0.876873519598059,0.0135818084701035,0.136053538054438,0.869150979298901,0.0201187458468545,0.249812117917006,0.829805762059502,0.0667806988504773,0.986957261173402,0.877575983447478,0.586413929028768,0.0166869233689005,0.499138170994771,0.36552443187911,0.063323582944504,0.727158418352356,0.989119704050554,0.0662799238014011,0.981297057969159,0.343707298731348,0.98641272933499,0.867231188878059,0.85270666035892,0.0633179765573633,0.981850823754874,0.971596972229496,0.337284155276171,0.776708012254045,0.971099267910165,0.0697060882145382,0.97065742700561,0.154490109166177,"larynx"
"TCGA-UF-A71D-01A",14,606,1,15705,0,3,0,241,5,0,137,75,488,0,3,1,359,2,0,1755,905,749,0,0,5,6,4,61,291,45,225,28,2332,51,4,0,448,121,2,1,2,50,59,0,772,1,107,86,30,2,1,3,2054,2819,90,1,1,346,17,38,971,13,0,0,1,3,1458,18,1,1,7,1,0,0,0,21,5,1,0,0,1,4,3,0.956988634166055,0.375394782397055,0.889728554290533,0.439264398843447,0.895570430932235,0.525531199473473,0.488531802328328,0.208822451687736,0.260260372434211,0.364562258370154,0.0477662320502834,0.0343269859106783,0.845394224165682,0.27504078248578,0.353717141895399,0.928053407827898,0.990676838747595,0.0681169396604296,0.778831874323518,0.966386347348244,0.0746564106434571,0.461753744810784,0.257814277760195,0.988993516323555,0.981705311107866,0.0311353362797269,0.233649288446164,0.0266321168478406,0.893102086864957,0.940543819505769,0.978730054281125,0.0300212743505009,0.758687630148919,0.924440193715057,0.909650026561264,0.0479901177790003,0.954723062206115,0.0384922459917359,0.906375409287013,0.986668623599122,0.36118301487477,0.0318737926848022,0.0836268393719062,0.0512400730009107,0.939726879381028,0.0858811744103743,0.0363923262883341,0.100501537473448,0.876441010318759,0.0755479488125144,0.931508500628379,0.342315616389773,0.129792390287529,0.954714686298703,0.331363484215162,0.0820359628588996,0.0275203295993845,0.98615941482502,0.0189212651583602,0.105204108289186,0.548194421189618,0.664526378433909,0.949408030045109,0.923758043260714,0.954745049590622,0.944014370257258,0.507967677095085,0.086334869530899,0.929513413717077,0.150085356056506,0.172323841747083,0.786477418675598,0.0517592261201901,0.983436594544736,0.942938352979259,0.274941732995994,0.0137075758437652,0.476384556483243,0.386227427323433,0.0320806395583707,0.615290112189707,0.98762890765032,0.0501083963521999,0.948861740554843,0.436922200745849,0.97632295385264,0.966238019676776,0.78488401860714,0.0782857371983243,0.962667492444797,0.966851712928966,0.619094791626302,0.853022029449424,0.981887817094707,0.0608053745876357,0.716047843755023,0.0931478570193334,"larynx"
"TCGA-CV-7242-01A",81,25,9,93192,3,94,1,821,6,0,152,87,296,14,91,4,816,13,16,1474,984,1303,21,2,14,61,6,131,742,4,91,1596,605,288,615,28,1272,70,941,9,4,59,32,2,601,24,1932,688,133,3,3,32,2173,8037,116,0,80,937,142,110,1797,20,23,1,3,5,114,114,1,9,51,24,0,3,0,40,10,40,1,0,2,19,9,0.93493707652022,0.426953550038998,0.887899897743574,0.432135125117626,0.890231578192816,0.807755785494306,0.518714662939886,0.268173334501467,0.0229915061499595,0.399001980602488,0.065519434194457,0.0406670110980977,0.642842482100475,0.431768611889063,0.277338571167944,0.916978997832649,0.992104499140099,0.11961528240043,0.836935514793159,0.955515465462621,0.143769324855738,0.0677285423889211,0.324438435330943,0.96073842364111,0.979728134149786,0.0354739521298378,0.0180228065722004,0.0450051683603711,0.975537684571287,0.954903452673239,0.985160460304059,0.0392424478160032,0.929282547376715,0.887082462079367,0.945671181411861,0.0813751013222829,0.977881189461629,0.0564393509044146,0.940145535204693,0.979941791707559,0.427340117955098,0.027800414566965,0.130699290123813,0.0540013740815976,0.94054525489383,0.108646823341942,0.0913705560179601,0.0459538523548813,0.891215598928423,0.152291566145717,0.923207454354902,0.203129536704138,0.18683409069887,0.904182600147471,0.0163664786909209,0.114551008202178,0.0158822315598302,0.974767912706006,0.106494004189382,0.100482793733633,0.122277510546543,0.988515125008267,0.960878185962023,0.934738453384372,0.963948482206651,0.947050081753145,0.0156887780696001,0.136511929713202,0.931677306935569,0.0171950503770342,0.216148274647942,0.510876654785328,0.100543536059993,0.987827961803753,0.939412662741128,0.35392807656072,0.0129866292248722,0.504533539251606,0.245662813011663,0.0402689931480436,0.406616264594335,0.989606492984995,0.0579450655112337,0.967850569709183,0.114087837276352,0.983732508976957,0.937510990625576,0.565954952315065,0.0638318477476538,0.98138346466232,0.977608711996316,0.144349841043944,0.889605814384808,0.943684599600448,0.0708644372207362,0.981194424067517,0.1081385504098,"larynx"
"TCGA-CN-6023-01A",508,62,4,647125,3,20,1,9,54,2,2,576,4,7,164,6,516,3,0,2,982,232,37,16,5,2,11,131,23,1596,13,60,64,6,228,5,162,163,12,11,37,195,44,1,4,92,5,1006,186,1,3,5,49,33,6,1,1,18,245,239,85,11,82,0,2,3,33,128,2,103,2,58,2,7,0,0,46,1,1,2,0,5,50,0.983766463852044,0.803668240145369,0.920948173742003,0.0554932416069792,0.942886004360317,0.966973576117111,0.0614956537158145,0.277389397621881,0.297940582663942,0.398600852728057,0.131260067533219,0.0322415957656701,0.0814962559636686,0.898592395951243,0.343262200158257,0.896867408858339,0.992026518032855,0.0376572259841641,0.824427703202321,0.980008324902237,0.0709814368252196,0.0424539352992111,0.726499522037302,0.989618936269904,0.98452054327904,0.0246418441957666,0.381675233160653,0.0998095576291885,0.925599968072204,0.951392548049217,0.957316381626728,0.0220372542779419,0.961271659341262,0.968057803783148,0.975509747575609,0.0585722745892775,0.977720158737999,0.0287325797862465,0.918142998733808,0.985531793857463,0.446988334137577,0.0901350040395238,0.103805560033699,0.11867352651868,0.678450816386312,0.154279120460941,0.0806269450361453,0.233149620065737,0.82707947766145,0.300884772615755,0.938490188804118,0.13728737470821,0.132260536213202,0.932084681888,0.386961648738784,0.0425339587110056,0.117228083797769,0.988564703222935,0.078110860834355,0.122771709668799,0.146554102892796,0.974618275809941,0.976868769501307,0.942153280510783,0.965439752550111,0.953261202171247,0.0144341823370328,0.110377395274837,0.895656522679753,0.0207063168249791,0.236886919566688,0.840940429373437,0.0447464833082791,0.987238924681942,0.974441210166646,0.699384928721832,0.0172277580370527,0.210105506137258,0.307762390921865,0.0322543831165474,0.738956581020386,0.988468415909916,0.0352630368051319,0.983577868127671,0.176432409019341,0.977064655772843,0.961684697729857,0.865993664349316,0.0905762469167471,0.98461790555556,0.967689382086091,0.17666617894874,0.930809927364604,0.97828953714105,0.0910356024067245,0.974084141425229,0.0718342441479477,"larynx"
"TCGA-DQ-5629-01A",24,6,9,107823,24,0,0,123,11,4,3,21,92,1,16,18,1039,5,4,2,557,121,12,0,0,7,32,127,19,40,2,24,206,296,121,6,568,93,0,6,2,73,2,0,9,7,11,167,102,6,0,16,264,16,119,0,2,15,52,45,39,10,4,0,6,13,12,143,0,1,50,16,2,3,0,64,2,0,1,3,0,2,5,0.853024410391671,0.641600671491496,0.902619397803395,0.0363917190148304,0.855565777050783,0.966771861060465,0.0518468401341404,0.203121169026023,0.0416427189661556,0.271773041230043,0.147155578231554,0.079464814507691,0.0934515647843113,0.839106568633809,0.25806342853294,0.844065837398487,0.982327712419226,0.0558326457275866,0.830378257029807,0.898075195563057,0.0655773902451634,0.0790605681188521,0.70144460868874,0.984624577655746,0.961461025443466,0.021486318779641,0.0182549241634859,0.151438602633247,0.428105395261817,0.941607711935818,0.901193743133227,0.0303187601652382,0.848770699850636,0.920532238317656,0.894902295791364,0.0902482355363357,0.89569450685894,0.0327962369125286,0.926592731386026,0.978353544115074,0.233142262341444,0.0839347113044236,0.101730260699484,0.245612158420592,0.61867174211141,0.244375630185744,0.22788455599874,0.0531542728236597,0.840986585051102,0.151957996259326,0.887509236872174,0.232074724492533,0.137486200990245,0.909992114746786,0.0219965318352782,0.0587571967207754,0.0285864207513311,0.922642768918418,0.195320896336282,0.129826499729911,0.0714101341868356,0.960941957302235,0.970999588519716,0.842381742077484,0.957449781385055,0.951824737732265,0.026330200164555,0.116944718715845,0.90419440305928,0.0339709605363963,0.126081514620077,0.924738930102066,0.049751409281671,0.97294019031933,0.916283629918648,0.668423060750198,0.0168269215920045,0.173661287682988,0.234692979342292,0.0269985498501465,0.809471069770329,0.976804073238797,0.0660830338765213,0.948256556258273,0.0808205949148917,0.975389051841068,0.948716422520091,0.928698059786894,0.0521910984073694,0.959057964117434,0.973576471498798,0.0805332889760532,0.852308130202827,0.913446841281933,0.0997512195374081,0.900951029784579,0.0728464436385227,"larynx"
"TCGA-F7-8298-01A",39,447,1,43896,10,83,12,204,8,62,27,1397,2,4,24,0,305,80,0,1,471,38,15,0,2,2,29,1482,1,49,38,285,143,13,34,4,601,5346,0,49,1,77,1,0,28,1,56,621,118,1,89,0,149,20,81,2,0,15,37,35,15,95,8,0,0,0,36,1020,1,2,25,14,0,1,0,76,8,1,0,0,6,3,19,0.833194549384592,0.725968575798103,0.896861870288004,0.517484960835981,0.873695886011521,0.790193436275821,0.439186351474218,0.218438694840892,0.0410768936873838,0.411372552000023,0.161300489381927,0.0769612384318031,0.734921821919274,0.841201527631683,0.148672644934001,0.822634076664431,0.990774396638406,0.048368864862041,0.814254782064942,0.630557268526761,0.0453576683794998,0.113775892056428,0.574298260886422,0.953875456803938,0.974112494314768,0.0285339881974557,0.0268125512012496,0.166028164832283,0.447132581195422,0.942044233049063,0.975980496721361,0.0313554662542046,0.867241217874554,0.870887582181831,0.831386035676446,0.0829248233694306,0.936099393409482,0.0549205540283208,0.90410830423493,0.974856046762552,0.30904445125043,0.0533676936038257,0.09518231646518,0.192583034362521,0.451905563538496,0.205630446592991,0.133374735371481,0.0537907727642697,0.872539007568134,0.213889760472654,0.84344056809829,0.157875353591486,0.0956099218459217,0.924773596444365,0.0231947591097704,0.0596709606624021,0.0426996489526024,0.970143618115498,0.10688404697563,0.115707983358929,0.241785862345059,0.906855620484147,0.739998102845079,0.766403038590678,0.940472715883936,0.944888726846476,0.0241075164040171,0.0777546442120835,0.879893104023433,0.0355784738240982,0.181299566543294,0.800855367933276,0.0448742875064256,0.976080309298982,0.874003304436996,0.555247936035361,0.0227260933008445,0.631893212707983,0.320040079043294,0.0217820613379929,0.693912550481952,0.98377640254194,0.0388518292108132,0.969016770922116,0.100063920533705,0.945002732177118,0.935753237039787,0.846236134534714,0.106083014881917,0.974435357923348,0.959263428995545,0.095911525943338,0.793867380248409,0.855164041239764,0.0818832179924936,0.977555741800966,0.0828639814851187,"larynx"
"TCGA-CV-7424-01A",144,673,11,299607,43,16,0,18,26,1,6,1446,3,30,45,2,220,26,13,12,300,57,20,3,6,12,16,348,18,11,19,56,122,215,422,17,174,7,32,12,36,101,8,63,44,398,11,715,27,11,3,42,151,89,16,0,2,49,25,127,47,53,66,1,90,4,29,25,50,73,1,26,24,52,12,16,22,1,16,40,0,5,11,0.920479297657071,0.747470433554377,0.884412890480219,0.414948659300564,0.923384308205102,0.96739581907414,0.481602883176056,0.154546341062109,0.0350450096845681,0.284450433802708,0.15912690381844,0.0421494589630193,0.100116917165032,0.788428334704629,0.331116066779556,0.903956405635551,0.990101900855176,0.0507733401696748,0.810957994854948,0.963884879176309,0.0616625863019685,0.0709382052472264,0.688385767016009,0.983291735128301,0.975538068023322,0.0228623845984963,0.0211295831254629,0.165539997084198,0.928933085186777,0.95167142506447,0.847311616708214,0.0221359815478273,0.936464725876911,0.963929788575204,0.94053495219765,0.0721175188168005,0.942751953324622,0.0393980589759168,0.890850658313086,0.98340016049817,0.306918163611855,0.0687997238946124,0.0923428366205758,0.186231594999947,0.818174497358975,0.207898788558522,0.224106760641562,0.0501061534836016,0.829762369094375,0.0677188182482537,0.887858862265798,0.223842556326711,0.150803519053813,0.932775318963626,0.0134723840009436,0.0584050340115813,0.0256500136370665,0.93037054946732,0.21513294754519,0.124826817382989,0.0935831846012475,0.952012089389226,0.973801574869445,0.793518073791803,0.953277193777529,0.951133353880649,0.015654923645851,0.101114947367432,0.919133158960723,0.0188849234289117,0.126122675713734,0.829253842303899,0.0393146995596119,0.982413398155713,0.93360118066779,0.682323797539581,0.0162367397477483,0.476982084261849,0.450394647860973,0.0189923802897374,0.762300626524747,0.987885994639141,0.0262276733299912,0.973801929291734,0.083442711128843,0.910684268767487,0.876672548975536,0.898445201554142,0.0800064511504769,0.980414960025488,0.971804324080278,0.198137759252805,0.758121639518625,0.965009075266404,0.175769895914074,0.97608315328082,0.0545031757136147,"larynx"
"TCGA-UF-A7J9-01A",71,18,11,88643,69,680,0,24,35,6,9,3931,9,31,323,4,452,1406,174,61,760,194,18,2,69,11,6,308,40,5,138,263,216,7,371,9,888,467,4,139,89,151,24,3,184,57,21,424,1117,9,726,6,412,333,24,0,0,230,63,247,152,712,21,0,1,1,133,45,0,22,1,50,0,2,0,4,90,0,39,2,1,11,67,0.973095459562931,0.42789114055315,0.882000573343474,0.412512141284468,0.893519874769618,0.524478266226695,0.393330170630175,0.173479874277029,0.0337676194938031,0.349066533968015,0.100496982864453,0.0715681167850253,0.637022856482968,0.717592922940304,0.257350739628545,0.701646591977109,0.98812521683379,0.324484477172481,0.77302768454757,0.942852534618152,0.327878062914674,0.236240998932378,0.163744606841119,0.989344209453444,0.973292830966283,0.36768403669513,0.0202795537919964,0.0359530498915856,0.957124509701732,0.961230977417928,0.966807898921352,0.321057295523515,0.822764833733792,0.789262419230824,0.820402947798248,0.0760467419746049,0.962951040726872,0.293056548869409,0.909691735110328,0.810721983380821,0.358418884152332,0.253376387904801,0.305227904467539,0.0791681664432819,0.628328387765868,0.126491967276309,0.382710656764773,0.0429366613484366,0.838075110756044,0.13710722327791,0.797788269034215,0.101844434435372,0.262657256913719,0.840849986728359,0.0225708512868812,0.333413203581808,0.0518525100771478,0.985397504665968,0.370372249431959,0.157334121410366,0.0506985066125683,0.771079679479265,0.812819537841994,0.659515968679046,0.915557497747521,0.811608702607416,0.0230928506456788,0.255575591333074,0.907242772530902,0.0217260269570032,0.198426247601103,0.564031211446074,0.339626589135401,0.968625011486591,0.85837735660635,0.191717458332194,0.0204107207328911,0.468038808106405,0.373961788660976,0.231756399398084,0.399737101850953,0.984206226178225,0.254577063575097,0.961744464410861,0.0729723544714717,0.728785507022388,0.958851499891008,0.56981800752968,0.0717361101258538,0.977402998603142,0.939360055950721,0.116764209749943,0.824357449922855,0.804993111367231,0.104268297487608,0.750465198909912,0.383721884926263,"larynx"
"TCGA-CV-A460-01A",56,40,3,85008,2,1,0,33,13,3,93,203,0,4,2,9,462,1,2,3,497,47,10,0,4,17,1,604,14,1,4,16,4,8,232,12,142,28,13,10,56,114,1,3,7,58,0,1544,13,0,4,6,120,448,12,0,0,19,87,117,204,12,14,1,15,5,30,69,0,51,0,34,12,28,0,2,3,3,4,17,11,3,2,0.942217427747111,0.669227696696688,0.909563687742596,0.48611911171628,0.958694718257889,0.884142403926284,0.478932813905629,0.399357975049503,0.129943021941113,0.487106192327202,0.125353620098064,0.0931996833619136,0.630905437716228,0.888322917500756,0.356452012212932,0.886583259635464,0.9897327523478,0.0570031111894772,0.765977562980163,0.941825186273104,0.046823245997393,0.0270002398719987,0.545088467325466,0.992096451144255,0.982906887447929,0.0515891346526233,0.325209120654614,0.116319612637735,0.969626819306541,0.93834933454513,0.949941608174932,0.0170189894711371,0.900794529876189,0.92594388917389,0.898733365852052,0.0370442348936183,0.979266722474691,0.044633657495345,0.915104274497614,0.985774935994896,0.435342246429792,0.0585592120954581,0.128873873758716,0.168851137346801,0.858534869723149,0.203696388592767,0.23558956458051,0.15438115958999,0.702393105411299,0.249531866623805,0.973143358791182,0.243606710006218,0.143025852872578,0.979832344408326,0.271374196409898,0.0522442694451069,0.0291269631749267,0.955385219175028,0.244075809993725,0.0841351963203932,0.117398726177649,0.866330864819793,0.920954953788166,0.828956662286009,0.960562937311263,0.921145344380851,0.016855769700031,0.078311402980483,0.84349110592777,0.019651988821143,0.30791888724845,0.842568316515017,0.0691296776186806,0.948831489251664,0.949369297544642,0.553830753479326,0.0125632381969541,0.207465915121083,0.318798144025517,0.0292115670264693,0.675297592641811,0.985810226390567,0.0275359988573121,0.980093972945957,0.087004711910192,0.969223198757866,0.942311137956501,0.827828252544527,0.0663164490297891,0.984630204139377,0.969858404828667,0.166470427578768,0.822510762463785,0.964621571890798,0.152573326558335,0.96268326236847,0.111157507507783,"larynx"
"TCGA-CR-6474-01A",71,18,6,116360,2,1110,1,183,27,6,1,9494,0,1,5,25,1476,1749,82,23,335,1886,5,2,18,38,2,13784,19,10,1137,1416,22,0,18,12,1541,3492,5,911,133,28,1,0,747,123,79,921,522,20,2825,31,300,199,85,1,6,14,249,53,67,1009,7,0,0,17,600,3086,0,3,12,18,11,43,0,83,4,6,4,12,0,24,92,0.822952866737154,0.675329425956609,0.907575100597382,0.260263429500795,0.843224681488471,0.865362878969152,0.267279432347594,0.224023976324536,0.264953859884363,0.374652752146869,0.146487770806476,0.0714145997551114,0.165121998564765,0.841364419858259,0.347571982623262,0.710997666504197,0.98605164192079,0.31748997884697,0.728738579913992,0.946342680995767,0.234193087142455,0.0620175913290672,0.639243082267639,0.984596285819337,0.972988138348032,0.209566330651491,0.46431791930436,0.0695642104501216,0.950572778598193,0.9471874101454,0.911798376280064,0.216313674123107,0.852373124846662,0.955419903733277,0.705571327981814,0.0854395690640652,0.952797142315748,0.269350507731874,0.789550978293828,0.934040710474819,0.363644443828476,0.0982823443718983,0.499501802702296,0.142545248348926,0.870680290123358,0.184979479766476,0.274912583382144,0.280033793145135,0.858397525679013,0.207443611939619,0.86877233456562,0.238797654920557,0.220621916913218,0.766197676210871,0.365221469409967,0.216817556690675,0.0441053237302179,0.858606081329976,0.235083721299137,0.207385485409657,0.221723164275771,0.719603380446625,0.95908485845327,0.895720507004138,0.95152307398351,0.844264312958311,0.0243828631744922,0.262474734193184,0.884653350029896,0.0364072725627806,0.204209387046666,0.765412268788426,0.231816247373847,0.808294909353859,0.667087071668666,0.627189362297762,0.020153355649572,0.203506661601414,0.324278579317118,0.0890222045119937,0.625830607474962,0.980217180631362,0.157749279200308,0.968651877086803,0.0995251465530565,0.956123844476809,0.824955270829266,0.805773775330975,0.0885451107652974,0.966598821080806,0.963418592246771,0.112351583096204,0.787157006708571,0.866600563786612,0.206812894698234,0.873994358366784,0.251247324656068,"larynx"
